Counter_Location_Description,Latitude,Longitude,Log_Timstamp,Total_Pedestrian_Count,Total_Cyclist_Count
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,20-Sep-19,412,498
76 Avenue W of 106 Street EB,53.51221,-113.50486,22-Jun-21,0,187
Rossdale SUP,53.52781,-113.49539,19-Jun-21,901,371
96 Street S of Jasper Ave,53.54312877,-113.4819533,24-Oct-20,0,1
105 Avenue W of 101 Street,53.54767204,-113.4945246,13-May-20,100,83
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,15-Jan-21,144,0
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,6-Jun-20,190,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,25-Jan-23,0,65
Emily Murphy,53.532383,-113.531662,26-Oct-21,228,0
103 Street N of 102 Avenue,53.54360589,-113.4974978,26-Jan-20,0,2
96 Street S of Jasper Ave,53.54312877,-113.4819533,12-Sep-18,0,7
Rossdale SUP,53.52781,-113.49539,2-Jun-21,898,353
High Level Bridge West,53.53277648,-113.5099417,27-Mar-21,1007,439
102 Avenue E of 105 Street,53.54297512,-113.5003897,9-May-20,0,45
High Level Bridge West,53.53277648,-113.5099417,4-Jun-20,1381,1376
102A Avenue W of 96 Street,53.54541049,-113.4834711,10-Jan-20,0,38
102 Avenue E of 105 Street,53.54297512,-113.5003897,11-Jul-21,0,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,22-Oct-19,0,407
105 Avenue W of 101 Street,53.54767204,-113.4945246,11-Jan-19,260,37
103 Street N of 100 Avenue,53.53912407,-113.4975386,16-Dec-19,0,61
105 Avenue W of 101 Street,53.54767204,-113.4945246,1-Jul-19,128,39
103 Street N of 100 Avenue,53.53912407,-113.4975386,26-May-21,0,155
83 Avenue W 106 Street,53.51911,-113.50441,13-Mar-23,0,213
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,1-May-22,117,151
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,6-Mar-20,56,0
102 Avenue E of 105 Street,53.54297512,-113.5003897,28-Mar-20,0,25
105 Avenue W of 109 Street,53.54829907,-113.5094746,1-Sep-20,0,413
103A Avenue W of 96 Street,53.5473265,-113.4842106,23-Jul-20,695,115
121 Street SUP N of 107 Avenue,53.55131,-113.53093,1-Nov-20,406,208
105 Avenue W of 109 Street,53.54829907,-113.5094746,8-Jun-21,0,0
103 Street N of 102 Avenue,53.54360589,-113.4974978,29-Sep-21,0,177
102 Avenue E of 105 Street,53.54297512,-113.5003897,16-Feb-21,0,0
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,8-Aug-19,128,606
106 Street N of 76 Avenue SB,53.51306,-113.50389,16-Jan-23,0,47
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,21-Feb-22,159,8
76 Avenue W of 106 Street WB,53.51234,-113.50485,11-Sep-19,0,134
99 Street N of 102A Avenue,53.54537031,-113.4893957,2-Feb-22,0,7
102A Avenue W of 96 Street,53.54541049,-113.4834711,29-Mar-19,0,125
102A Avenue W of 96 Street,53.54541049,-113.4834711,15-Dec-19,0,14
Railtown Park SUP,53.5430264,-113.5102586,30-Oct-22,631,283
East Trails,53.604,-113.31977,28-Jul-21,146,97
96 Street S of Jasper Ave,53.54312877,-113.4819533,25-Jul-20,0,36
MacKinnon Ravine,53.53905,-113.54702,18-Jan-23,59,187
103A Avenue W of 96 Street,53.5473265,-113.4842106,6-Oct-19,425,88
Whitemud Ravine Boardwalk,53.476847,-113.555595,21-Mar-21,898,0
83 Avenue W of 99 Street,53.51907,-113.48717,25-Apr-20,0,928
106 Street N of 76 Avenue NB,53.51304,-113.50381,16-Oct-20,0,74
LRT SUP East of 92 Street,53.55645536,-113.4749465,21-Feb-20,141,143
76 Avenue W of 106 Street WB,53.51234,-113.50485,11-Dec-20,0,21
100 Avenue E of 107 Street,53.53885088,-113.5035117,25-Mar-22,0,120
106 Street N of 76 Avenue NB,53.51304,-113.50381,10-Jul-21,0,258
106 Street S of 104 Avenue,53.54519216,-113.5030336,27-Mar-20,0,27
76 Avenue W of 106 Street EB,53.51221,-113.50486,5-Oct-20,0,103
100 Avenue E of 107 Street,53.53885088,-113.5035117,13-Feb-22,0,46
83 Avenue W 106 Street,53.51911,-113.50441,28-May-22,0,899
96 Street S of Jasper Ave,53.54312877,-113.4819533,14-Sep-21,0,27
Rossdale SUP,53.52781,-113.49539,25-Apr-19,428,161
LRT SUP East of 92 Street,53.55645536,-113.4749465,29-Sep-18,153,164
103 Street N of 102 Avenue,53.54360589,-113.4974978,4-Feb-23,0,6
103 Street N of 102 Avenue,53.54360589,-113.4974978,29-Dec-18,0,5
102A Avenue W of 96 Street,53.54541049,-113.4834711,25-Sep-18,0,243
102 Avenue E of 121 Street,53.54308,-113.52949,26-Jan-23,0,221
106 Street S of 104 Avenue,53.54519216,-113.5030336,6-Sep-22,0,155
Rossdale SUP,53.52781,-113.49539,13-Dec-22,300,15
Gold Bar Trail,53.554767,-113.401458,2-May-22,479,250
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,26-Feb-22,332,38
Sir Wilfrid Laurier Park,53.51167,-113.54897,28-Jun-22,300,0
High Level Bridge East,53.53249552,-113.5095117,10-Jun-22,520,316
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,6-Aug-18,179,468
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,14-Oct-19,112,7
103 Street N of 100 Avenue,53.53912407,-113.4975386,16-May-22,0,132
76 Avenue W of 106 Street EB,53.51221,-113.50486,5-Jun-22,0,85
MacKinnon Ravine,53.53905,-113.54702,30-Aug-21,604,536
96 Street S of Jasper Ave,53.54312877,-113.4819533,27-Nov-21,0,3
99 Street N of 102A Avenue,53.54537031,-113.4893957,24-Jun-21,0,134
High Level Bridge West,53.53277648,-113.5099417,7-Jan-22,69,46
103A Avenue W of 96 Street,53.5473265,-113.4842106,21-Jul-20,692,125
121 Street SUP N of 107 Avenue,53.55131,-113.53093,10-Jul-19,283,566
103 Street N of 100 Avenue,53.53912407,-113.4975386,19-May-19,0,103
99 Street N of 102A Avenue,53.54537031,-113.4893957,26-Aug-19,0,146
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,16-Jun-21,257,473
102 Avenue E of 121 Street,53.54308,-113.52949,6-Feb-23,0,220
103A Avenue W of 96 Street,53.5473265,-113.4842106,21-Apr-22,676,71
102 Avenue E of 121 Street,53.54308,-113.52949,8-Apr-22,0,544
106 Street S of 104 Avenue,53.54519216,-113.5030336,16-Apr-22,0,12
106 Street N of Jasper Avenue,53.54171422,-113.5030261,16-Dec-21,0,9
76 Avenue W of 106 Street EB,53.51221,-113.50486,27-May-19,0,160
Hermitage South,53.578605,-113.37223,7-Jul-22,246,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,18-Oct-18,1296,104
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,21-Feb-20,105,129
105 Avenue W of 101 Street,53.54767204,-113.4945246,11-Aug-19,83,68
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,25-Apr-22,150,0
Buena Vista Bridge,53.52139,-113.54829,7-Aug-21,385,460
106 Street S of 104 Avenue,53.54519216,-113.5030336,24-Mar-20,0,13
106 Street N of Jasper Avenue,53.54171422,-113.5030261,25-May-22,0,176
83 Avenue W 106 Street,53.51911,-113.50441,6-Jan-21,0,136
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,16-Jun-20,604,1128
83 Avenue W of 99 Street,53.51907,-113.48717,11-Jan-20,0,64
Whitemud Ravine Boardwalk,53.476847,-113.555595,13-Jan-22,145,0
Railtown Park SUP,53.5430264,-113.5102586,14-Jun-20,680,434
Capilano SUP,53.560733,-113.424422,28-Oct-22,118,71
103A Avenue W of 96 Street,53.5473265,-113.4842106,14-Dec-18,1106,50
83 Avenue W 106 Street,53.51911,-113.50441,15-Jan-22,0,113
99 Street N of 102A Avenue,53.54537031,-113.4893957,1-Jul-22,0,58
Whitemud Ravine Boardwalk,53.476847,-113.555595,18-Jan-22,73,0
102 Avenue E of 121 Street,53.54308,-113.52949,28-Mar-20,0,60
99 Street N of 102A Avenue,53.54537031,-113.4893957,6-Oct-20,0,80
83 Avenue W of 99 Street,53.51907,-113.48717,10-May-22,0,454
106 Street N of 76 Avenue NB,53.51304,-113.50381,5-Feb-22,0,10
127 Street N of 107 Avenue,53.55149,-113.54119,12-Dec-21,0,12
102A Avenue W of 96 Street,53.54541049,-113.4834711,30-Oct-21,0,105
Wedgewood,53.472733,-113.641533,25-Nov-22,76,0
102 Avenue E of 121 Street,53.54308,-113.52949,13-Dec-19,0,153
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,22-Nov-19,153,0
East Trails,53.604,-113.31977,28-Oct-21,51,25
102A Avenue W of 96 Street,53.54541049,-113.4834711,22-Jun-20,0,193
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,22-Jul-21,207,350
Rossdale SUP,53.52781,-113.49539,1-Oct-21,581,219
103 Street N of 102 Avenue,53.54360589,-113.4974978,7-Dec-22,0,34
76 Avenue W of 106 Street WB,53.51234,-113.50485,9-Jun-19,0,89
MacKinnon Ravine,53.53905,-113.54702,5-Jul-21,677,637
76 Avenue W of 106 Street EB,53.51221,-113.50486,4-May-19,0,69
76 Avenue W of 106 Street EB,53.51221,-113.50486,23-May-20,0,207
105 Avenue W of 109 Street,53.54829907,-113.5094746,8-Apr-21,0,247
Emily Murphy,53.532383,-113.531662,26-Apr-22,148,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,3-Oct-19,0,121
83 Avenue W 106 Street,53.51911,-113.50441,26-Oct-19,0,239
Railtown Park SUP,53.5430264,-113.5102586,28-Jul-22,1021,988
103 Street N of 100 Avenue,53.53912407,-113.4975386,17-Feb-22,0,22
83 Avenue W of 99 Street,53.51907,-113.48717,9-Feb-23,0,223
Gold Bar Trail,53.554767,-113.401458,27-Aug-22,133,206
83 Avenue W of 99 Street,53.51907,-113.48717,19-Nov-20,0,100
106 Street S of 104 Avenue,53.54519216,-113.5030336,8-Aug-19,0,208
High Level Bridge East,53.53249552,-113.5095117,17-Jun-19,593,532
83 Avenue W 106 Street,53.51911,-113.50441,13-Nov-22,0,94
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,26-Sep-22,159,487
102A Avenue W of 96 Street,53.54541049,-113.4834711,23-Mar-20,0,27
Whitemud Ravine Boardwalk,53.476847,-113.555595,29-Jan-23,127,0
High Level Bridge West,53.53277648,-113.5099417,2-Aug-19,824,1568
106 Street N of 76 Avenue SB,53.51306,-113.50389,22-Jun-21,0,306
High Level Bridge West,53.53277648,-113.5099417,13-Jan-22,200,98
96 Street S of Jasper Ave,53.54312877,-113.4819533,23-Aug-18,0,11
83 Avenue W 106 Street,53.51911,-113.50441,16-Sep-22,0,955
High Level Bridge East,53.53249552,-113.5095117,21-Mar-19,3128,169
106 Street N of Jasper Avenue,53.54171422,-113.5030261,17-Feb-22,0,37
Rossdale SUP,53.52781,-113.49539,20-Nov-21,121,152
96 Street S of Jasper Ave,53.54312877,-113.4819533,13-Aug-18,0,14
103 Street N of 102 Avenue,53.54360589,-113.4974978,18-Sep-21,0,128
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,21-May-21,396,597
LRT SUP East of 92 Street,53.55645536,-113.4749465,24-Apr-22,924,74
102 Avenue E of 105 Street,53.54297512,-113.5003897,25-Sep-22,0,290
99 Street N of 102A Avenue,53.54537031,-113.4893957,26-Aug-18,0,85
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,10-May-22,312,293
105 Avenue W of 109 Street,53.54829907,-113.5094746,16-Nov-20,0,112
LRT SUP East of 92 Street,53.55645536,-113.4749465,17-Nov-22,0,46
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,17-Mar-22,256,14
100 Avenue E of 107 Street,53.53885088,-113.5035117,30-Apr-21,0,542
121 Street SUP N of 107 Avenue,53.55131,-113.53093,13-Nov-19,209,162
High Level Bridge West,53.53277648,-113.5099417,8-Dec-21,190,129
100 Avenue E of 107 Street,53.53885088,-113.5035117,11-Aug-19,0,262
102A Avenue W of 96 Street,53.54541049,-113.4834711,10-Jun-22,0,241
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,10-Oct-19,664,300
Railtown Park SUP,53.5430264,-113.5102586,29-Jan-23,278,34
Sir Wilfrid Laurier Park,53.51167,-113.54897,13-Oct-21,184,0
Railtown Park SUP,53.5430264,-113.5102586,20-Jul-21,934,526
83 Avenue W 106 Street,53.51911,-113.50441,19-May-19,0,537
106 Street S of 104 Avenue,53.54519216,-113.5030336,29-Jan-22,0,15
105 Avenue W of 101 Street,53.54767204,-113.4945246,24-Jan-20,289,52
Capilano SUP,53.560733,-113.424422,23-May-22,306,485
100 Avenue E of 107 Street,53.53885088,-113.5035117,24-Nov-21,0,72
106 Street N of 76 Avenue NB,53.51304,-113.50381,10-May-19,0,243
105 Avenue W of 101 Street,53.54767204,-113.4945246,12-Sep-22,246,75
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,16-Nov-20,87,0
83 Avenue W 106 Street,53.51911,-113.50441,26-Feb-21,0,101
Gold Bar Trail,53.554767,-113.401458,13-Jul-22,362,306
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,9-Jun-19,2246,376
High Level Bridge East,53.53249552,-113.5095117,1-Jul-20,822,170
Wedgewood,53.472733,-113.641533,5-Jan-23,83,4
105 Avenue W of 101 Street,53.54767204,-113.4945246,8-Jan-20,220,46
Railtown Park SUP,53.5430264,-113.5102586,1-Aug-20,1146,569
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,2-Aug-20,1418,797
Queen Elizabeth Park 2,53.52457,-113.49748,22-Aug-21,256,0
99 Street N of 102A Avenue,53.54537031,-113.4893957,27-May-21,0,71
East Trails,53.604,-113.31977,15-Jun-21,110,125
76 Avenue W of 106 Street EB,53.51221,-113.50486,18-Nov-22,0,25
105 Avenue W of 109 Street,53.54829907,-113.5094746,20-Jan-21,0,101
106 Street N of 76 Avenue SB,53.51306,-113.50389,12-Nov-22,0,20
Buena Vista Bridge,53.52139,-113.54829,4-Dec-22,474,49
102 Avenue E of 105 Street,53.54297512,-113.5003897,12-Mar-21,0,0
Capilano SUP,53.560733,-113.424422,14-Nov-21,121,25
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-May-21,0,62
127 Street N of 107 Avenue,53.55149,-113.54119,27-Oct-20,0,72
LRT SUP East of 92 Street,53.55645536,-113.4749465,24-Jun-19,107,253
103 Street N of 100 Avenue,53.53912407,-113.4975386,2-Oct-22,0,80
106 Street N of Jasper Avenue,53.54171422,-113.5030261,2-Aug-18,0,270
High Level Bridge West,53.53277648,-113.5099417,17-Nov-20,406,251
106 Street N of Jasper Avenue,53.54171422,-113.5030261,30-Jun-19,0,130
105 Avenue W of 109 Street,53.54829907,-113.5094746,9-Aug-20,0,279
83 Avenue W 106 Street,53.51911,-113.50441,11-Aug-20,0,731
Funicular @ 100 St,53.539481,-113.488365,21-Apr-20,626,0
Funicular @ 100 St,53.539481,-113.488365,1-Sep-21,586,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,18-Oct-20,48,20
105 Avenue W of 109 Street,53.54829907,-113.5094746,13-Feb-21,0,29
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,23-Dec-19,45,0
127 Street N of 107 Avenue,53.55149,-113.54119,15-Dec-21,0,17
96 Street S of Jasper Ave,53.54312877,-113.4819533,8-Aug-20,0,25
83 Avenue W 106 Street,53.51911,-113.50441,20-Jun-20,0,1250
102 Avenue E of 121 Street,53.54308,-113.52949,15-Jan-21,0,133
103 Street N of 102 Avenue,53.54360589,-113.4974978,31-Oct-19,0,163
121 Street SUP N of 107 Avenue,53.55131,-113.53093,7-Jul-19,238,250
102 Avenue E of 105 Street,53.54297512,-113.5003897,11-Feb-23,0,49
High Level Bridge East,53.53249552,-113.5095117,7-Jun-21,445,176
102A Avenue W of 96 Street,53.54541049,-113.4834711,2-May-22,0,170
Buena Vista Bridge,53.52139,-113.54829,18-Feb-23,0,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,2-Jun-21,0,211
102 Avenue E of 121 Street,53.54308,-113.52949,8-Feb-20,0,71
105 Avenue W of 101 Street,53.54767204,-113.4945246,20-May-22,352,60
83 Avenue W of 99 Street,53.51907,-113.48717,30-Nov-20,0,148
76 Avenue W of 106 Street WB,53.51234,-113.50485,24-Mar-21,0,46
76 Avenue W of 106 Street WB,53.51234,-113.50485,11-Feb-22,0,8
102 Avenue E of 105 Street,53.54297512,-113.5003897,19-May-19,0,290
106 Street S of 104 Avenue,53.54519216,-113.5030336,11-Aug-21,0,74
Rossdale SUP,53.52781,-113.49539,22-Nov-20,285,43
102 Avenue E of 105 Street,53.54297512,-113.5003897,12-Feb-20,0,100
76 Avenue W of 106 Street EB,53.51221,-113.50486,10-Feb-23,0,25
Funicular @ 100 St,53.539481,-113.488365,3-Nov-22,420,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,1-Nov-22,0,172
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,18-Aug-22,197,571
121 Street SUP N of 107 Avenue,53.55131,-113.53093,22-Jun-22,354,370
LRT SUP East of 92 Street,53.55645536,-113.4749465,21-Sep-22,132,235
High Level Bridge East,53.53249552,-113.5095117,16-Sep-22,510,288
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-Apr-19,0,82
East Trails,53.604,-113.31977,26-Jul-21,126,83
127 Street N of 107 Avenue,53.55149,-113.54119,15-Jun-22,0,84
Capilano SUP,53.560733,-113.424422,9-Feb-22,166,10
103 Street N of 102 Avenue,53.54360589,-113.4974978,23-Nov-18,0,77
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,24-Dec-20,226,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,29-Mar-20,0,36
103 Street N of 100 Avenue,53.53912407,-113.4975386,6-Jun-20,0,25
106 Street N of 76 Avenue SB,53.51306,-113.50389,4-Jan-23,0,38
105 Avenue W of 101 Street,53.54767204,-113.4945246,5-Sep-22,128,40
96 Street S of Jasper Ave,53.54312877,-113.4819533,11-Jan-20,0,1
106 Street N of Jasper Avenue,53.54171422,-113.5030261,14-May-20,0,82
103 Street N of 100 Avenue,53.53912407,-113.4975386,31-Oct-21,0,31
Railtown Park SUP,53.5430264,-113.5102586,4-May-22,908,557
121 Street SUP N of 107 Avenue,53.55131,-113.53093,28-Aug-20,342,523
76 Avenue W of 106 Street WB,53.51234,-113.50485,22-Mar-21,0,45
83 Avenue W 106 Street,53.51911,-113.50441,20-May-21,0,434
Rossdale SUP,53.52781,-113.49539,5-Dec-20,345,55
83 Avenue W of 99 Street,53.51907,-113.48717,19-Jun-19,0,300
106 Street N of Jasper Avenue,53.54171422,-113.5030261,30-Mar-20,0,26
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,5-May-22,545,228
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,13-Feb-19,214,45
96 Street S of Jasper Ave,53.54312877,-113.4819533,11-Apr-20,0,1
103 Street N of 102 Avenue,53.54360589,-113.4974978,19-Mar-20,0,48
High Level Bridge West,53.53277648,-113.5099417,17-Sep-21,856,832
106 Street N of 76 Avenue SB,53.51306,-113.50389,26-Aug-19,0,237
76 Avenue W of 106 Street EB,53.51221,-113.50486,30-Nov-22,0,15
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,11-Nov-19,107,21
Sir Wilfrid Laurier Park,53.51167,-113.54897,12-Feb-22,243,0
Buena Vista Bridge,53.52139,-113.54829,7-May-22,759,455
121 Street SUP N of 107 Avenue,53.55131,-113.53093,16-Jul-19,280,576
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,18-May-20,508,864
103A Avenue W of 96 Street,53.5473265,-113.4842106,25-Apr-21,318,73
Rossdale SUP,53.52781,-113.49539,18-May-21,175,24
103 Street N of 102 Avenue,53.54360589,-113.4974978,8-Sep-18,0,83
83 Avenue W 106 Street,53.51911,-113.50441,15-Apr-22,0,126
Rossdale SUP,53.52781,-113.49539,1-Mar-23,209,17
76 Avenue W of 106 Street EB,53.51221,-113.50486,7-Aug-21,0,91
106 Street N of Jasper Avenue,53.54171422,-113.5030261,1-Nov-18,0,125
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,10-Nov-19,92,0
Railtown Park SUP,53.5430264,-113.5102586,2-Dec-21,561,159
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,17-Dec-22,105,20
121 Street SUP N of 107 Avenue,53.55131,-113.53093,15-Aug-20,658,532
Funicular @ 100 St,53.539481,-113.488365,8-Dec-20,340,0
Capilano SUP,53.560733,-113.424422,10-Apr-22,161,56
121 Street SUP N of 107 Avenue,53.55131,-113.53093,8-Sep-22,332,398
Railtown Park SUP,53.5430264,-113.5102586,1-Jul-21,843,550
106 Street N of 76 Avenue NB,53.51304,-113.50381,6-Oct-20,0,225
103 Street N of 100 Avenue,53.53912407,-113.4975386,23-Feb-22,0,16
99 Street N of 102A Avenue,53.54537031,-113.4893957,30-May-22,0,56
102 Avenue E of 121 Street,53.54308,-113.52949,8-Aug-22,0,982
105 Avenue W of 101 Street,53.54767204,-113.4945246,26-May-20,79,51
102A Avenue W of 96 Street,53.54541049,-113.4834711,27-Aug-19,0,322
127 Street N of 107 Avenue,53.55149,-113.54119,9-Dec-22,0,21
83 Avenue W 106 Street,53.51911,-113.50441,30-May-22,0,933
105 Avenue W of 109 Street,53.54829907,-113.5094746,14-Aug-19,0,791
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,29-Oct-22,100,142
Railtown Park SUP,53.5430264,-113.5102586,7-Apr-21,774,347
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,15-May-21,318,796
76 Avenue W of 106 Street WB,53.51234,-113.50485,2-May-22,0,126
106 Street N of Jasper Avenue,53.54171422,-113.5030261,19-Oct-20,0,69
105 Avenue W of 101 Street,53.54767204,-113.4945246,4-Dec-18,205,62
121 Street SUP N of 107 Avenue,53.55131,-113.53093,26-Dec-21,336,5
102 Avenue E of 105 Street,53.54297512,-113.5003897,8-Jan-19,0,141
Railtown Park SUP,53.5430264,-113.5102586,27-Jul-21,1107,741
Railtown Park SUP,53.5430264,-113.5102586,29-Nov-21,694,176
106 Street S of 104 Avenue,53.54519216,-113.5030336,11-Oct-20,0,13
100 Avenue E of 107 Street,53.53885088,-113.5035117,31-Mar-22,0,155
76 Avenue W of 106 Street EB,53.51221,-113.50486,24-Jan-20,0,18
Funicular @ 100 St,53.539481,-113.488365,17-Nov-20,290,0
83 Avenue W 106 Street,53.51911,-113.50441,11-May-19,0,877
103A Avenue W of 96 Street,53.5473265,-113.4842106,30-Dec-21,265,12
102 Avenue E of 121 Street,53.54308,-113.52949,17-Sep-22,0,554
LRT SUP East of 92 Street,53.55645536,-113.4749465,31-Aug-18,194,362
Funicular @ 100 St,53.539481,-113.488365,29-Sep-19,786,0
83 Avenue W 106 Street,53.51911,-113.50441,31-Dec-20,0,108
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,30-Aug-19,234,220
100 Avenue E of 107 Street,53.53885088,-113.5035117,7-Oct-22,0,319
127 Street N of 107 Avenue,53.55149,-113.54119,28-Nov-19,0,42
106 Street N of 76 Avenue SB,53.51306,-113.50389,9-Aug-21,0,244
99 Street N of 102A Avenue,53.54537031,-113.4893957,10-Feb-23,0,55
103A Avenue W of 96 Street,53.5473265,-113.4842106,4-Jan-22,394,27
76 Avenue W of 106 Street EB,53.51221,-113.50486,1-Sep-21,0,60
LRT SUP East of 92 Street,53.55645536,-113.4749465,13-Sep-22,129,255
106 Street N of Jasper Avenue,53.54171422,-113.5030261,5-Nov-19,0,77
MacKinnon Ravine,53.53905,-113.54702,28-May-21,230,294
Queen Elizabeth Park,53.52595,-113.50289,26-Jan-22,9,132
Rossdale SUP,53.52781,-113.49539,3-Feb-20,192,19
High Level Bridge West,53.53277648,-113.5099417,11-Jun-19,1297,1998
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,22-Sep-20,470,779
High Level Bridge East,53.53249552,-113.5095117,3-May-22,272,217
